"AccX","AccY","AccZ","GyroX","GyroY","GyroZ","MagX","MagY","MagZ"
"-0.12807764346463124","0.046340043964856144","-0.09056673294591729","-0.21036879640320846","0.714431795389484","0.15770150774967862","0.8085197920980672","0.48290031706520775","0.40758273910873544"
"-0.1272592470314735","0.006260509528910184","0.22751307952563482","0.1929173833019618","-0.5845541142183244","-0.06942567493025072","0.7632410758814432","0.4118842033485533","0.5645452025163636"
"0.05723330512427592","-0.014045792576074105","-0.040304690962213355","0.09393324598618108","-0.407809126701675","0.18109423880335898","0.8834177546767044","0.4346019718456885","0.368619961853031"
"0.08706780267214143","0.0022928167720675696","-0.04401181860164092","0.10967805293525684","0.21441699475385834","-0.34381398890381754","0.8757552027015832","0.4648659445126039","0.3054198529403594"
"0.09163599528009463","0.03878960712274687","0.020874480500475585","-0.15735017596260661","-0.12601754484405361","0.021835341470704515","0.8290832952167555","0.4851298773880974","0.368914143896069"
"-0.007446009217180111","0.04060113028310436","-0.15384399408487057","-0.21419091231294501","0.5627924939804804","-0.12620989748383651","0.794671470892121","0.4744042410418889","0.4409233706530463"
"-0.12382198201221097","0.018133672738074324","-0.004170832526453695","-0.17459302128839524","0.7916874243270255","-0.09067061399487546","0.6785071829492867","0.49607978903305805","0.5609169573188943"
"-0.03955603397695738","-0.03664724466679572","0.1387237583700528","0.12886565245189377","-0.4201585395058173","0.17509255565202053","0.6383275467742886","0.4711192675484006","0.6255552895530854"
"0.019554333341693486","-0.0100778920757498","-0.15225994567292575","0.14917966899986362","-0.7341112471894202","0.1937722787477958","0.7502843970871476","0.47404803909681187","0.5004788909214134"
"0.03834760390499462","0.0665763365165101","-0.1884947949396425","-0.14177288744383162","-0.02270297958183321","0.03804643856504771","0.800912967773674","0.44673922330757265","0.4575936864252017"
"-0.003113322218109702","0.04293201214769278","0.006865668527773019","0.010966373756114804","0.37257324404380743","-0.01820047195873364","0.7430676663178515","0.44867854500854765","0.5498197569176263"
"-0.008842097250213902","-0.013636537917140134","0.03866022563584395","-0.041617083865544795","0.03409402813988473","0.045960505995906904","0.7922194542600826","0.4592062913852688","0.47011276670115376"
"-0.011846093569569388","-0.02996621429556904","-0.019073898687385862","0.10262109837143604","-0.04287201185399381","-0.019337224238590876","0.8067365072747664","0.467082312170861","0.44062918861000816"
